,ID,Type,Symbolic Problem,Symbolic Equation,Variables,Numbers,Prompt
741,chal-742,Multiplication,Every day Ryan spends <1> hours on learning english and <2> hours on learning chinese. If he learns for <3> days How many hours does he spend on learning english and chinese in all?,( ( <1> + <2> ) * <3> ),"['<1>', '<2>', '<3>']","['6', '7', '5']",Every day Ryan spends 6 hours on learning english and 7 hours on learning chinese. If he learns for 5 days how many hours does he spend on learning english and chinese in all?
742,chal-743,Addition,Rachel picked <1> apples from her tree. Thereafter <2> new apples grew on the tree. Now the tree has <3> apples still on it. How many apples did the tree have to begin with?,( ( <3> - <2> ) + <1> ),"['<1>', '<2>', '<3>']","['7', '2', '6']",Rachel picked 7 apples from her tree. Thereafter 2 new apples grew on the tree. Now the tree has 6 apples still on it. How many apples did the tree have to begin with?
743,chal-744,Subtraction,There were <1> people on the bus. At the next stop <2> more people got on the bus and <3> people got off. How many people are there on the bus now?,( ( <1> + <2> ) - <3> ),"['<1>', '<2>', '<3>']","['8', '12', '3']",There were 8 people on the bus. At the next stop 12 more people got on the bus and 3 people got off. How many people are there on the bus now?
744,chal-745,Subtraction,Dave had <1> apps and <2> files on his phone. After deleting some apps and files he had <3> apps and <4> files left. How many more apps than files does he have left on the phone?,( <3> - <4> ),"['<1>', '<2>', '<3>', '<4>']","['15', '24', '21', '4']",Dave had 15 apps and 24 files on his phone. After deleting some apps and files he had 21 apps and 4 files left. How many more apps than files does he have left on the phone?
745,chal-746,Addition,Baker made <1> cakes. He bought <2> new cakes and sold <3> cakes. How many cakes does baker still have?,( ( <1> - <3> ) + <2> ),"['<1>', '<2>', '<3>']","['173', '103', '86']",Baker made 173 cakes. He bought 103 new cakes and sold 86 cakes. How many cakes does baker still have?
746,chal-747,Subtraction,Mary is baking a cake. The recipe calls for <1> cups of sugar <2> cups of flour and <3> cups of salt. She already put in <4> cups of flour. How many more cups of sugar than cups of salt does she need to add now?,( <1> - <3> ),"['<1>', '<2>', '<3>', '<4>']","['11', '6', '9', '12']",Mary is baking a cake. The recipe calls for 11 cups of sugar 6 cups of flour and 9 cups of salt. She already put in 12 cups of flour. How many more cups of sugar than cups of salt does she need to add now?
747,chal-748,Multiplication,Ryan learns english and chinese for <1> days. Every day he spends <2> hours on learning english and <3> hours on learning chinese. How many hours does he spend on learning english and chinese in all?,( ( <2> + <3> ) * <1> ),"['<1>', '<2>', '<3>']","['7', '4', '5']",Ryan learns english and chinese for 7 days. Every day he spends 4 hours on learning english and 5 hours on learning chinese. How many hours does he spend on learning english and chinese in all?
748,chal-749,Subtraction,Dan has $ <1>. He bought a candy bar for $ <2> and a chocolate for $ <3>. How much money is left?,( <1> - ( <2> + <3> ) ),"['<1>', '<2>', '<3>']","['7', '2', '3']",Dan has $ 7. He bought a candy bar for $ 2 and a chocolate for $ 3. How much money is left?
749,chal-750,Subtraction,During summer break <1> kids from Lawrence county stayed home and the rest went to camp. The total number of kids in Lawrence county is <2>. About how many kids in Lawrence county went to camp?,( <2> - <1> ),"['<1>', '<2>']","['61619', '91676']",During summer break 61619 kids from Lawrence county stayed home and the rest went to camp. The total number of kids in Lawrence county is 91676. About how many kids in Lawrence county went to camp?
750,chal-751,Addition,After Jessie started to go jogging everyday she lost <1> kilograms. She currently weighs <2> kilograms. How much did she weigh before starting to jog?,( <2> + <1> ),"['<1>', '<2>']","['126', '66']",After Jessie started to go jogging everyday she lost 126 kilograms. She currently weighs 66 kilograms. How much did she weigh before starting to jog?
751,chal-752,Subtraction,Josh had <1> marbles in his collection. He lost <2> marbles and found <3> new ones. How many more marbles did he find than those he lost?,( <3> - <2> ),"['<1>', '<2>', '<3>']","['7', '8', '10']",Josh had 7 marbles in his collection. He lost 8 marbles and found 10 new ones. How many more marbles did he find than those he lost?
752,chal-753,Subtraction,Nell collects cards. She had <1> baseball cards and <2> Ace cards. She gave some of her cards to Jeff and now has <3> Ace cards and <4> baseball cards left. How many more Ace cards than baseball cards does Nell have?,( <3> - <4> ),"['<1>', '<2>', '<3>', '<4>']","['239', '38', '376', '111']",Nell collects cards. She had 239 baseball cards and 38 Ace cards. She gave some of her cards to Jeff and now has 376 Ace cards and 111 baseball cards left. How many more Ace cards than baseball cards does Nell have?
753,chal-754,Subtraction,In a school there are <1> boys and <2> girls. <3> more girls joined the school. How many more girls than boys does the school have?,( ( <2> + <3> ) - <1> ),"['<1>', '<2>', '<3>']","['362', '257', '403']",In a school there are 362 boys and 257 girls. 403 more girls joined the school. How many more girls than boys does the school have?
754,chal-755,Addition,Paul got a box of some crayons for his birthday. By the end of the school year he had either lost or given away <1> of them and only had <2> left. How many crayons did he get for his birthday?,( <1> + <2> ),"['<1>', '<2>']","['551', '177']",Paul got a box of some crayons for his birthday. By the end of the school year he had either lost or given away 551 of them and only had 177 left. How many crayons did he get for his birthday?
755,chal-756,Common-Division,Bryan took a look at his books as well. If he has a total of <1> books and each bookshelf contains <2> books How many bookshelves does he have?,( <1> / <2> ),"['<1>', '<2>']","['42', '2']",Bryan took a look at his books as well. If he has a total of 42 books and each bookshelf contains 2 books how many bookshelves does he have?
756,chal-757,Subtraction,Julia played tag with <1> kids on monday. If she played tag with <2> more kids on monday than on tuesday How many kids did she play with on tuesday?,( <1> - <2> ),"['<1>', '<2>']","['16', '12']",Julia played tag with 16 kids on monday. If she played tag with 12 more kids on monday than on tuesday how many kids did she play with on tuesday?
757,chal-758,Subtraction,He then went to see the oranges being harvested. He found out that they harvest <1> sacks of unripe oranges and <2> sacks of ripe oranges per day. How many more sacks of ripe oranges than unripe oranges are harvested per day?,( <2> - <1> ),"['<1>', '<2>']","['41', '86']",He then went to see the oranges being harvested. He found out that they harvest 41 sacks of unripe oranges and 86 sacks of ripe oranges per day. How many more sacks of ripe oranges than unripe oranges are harvested per day?
758,chal-759,Subtraction,Allan brought <1> balloons. If Allan and Jake brought total of <2> balloons to the park How many balloons did Jake bring to the park?,( <2> - <1> ),"['<1>', '<2>']","['5', '6']",Allan brought 5 balloons. If Allan and Jake brought total of 6 balloons to the park how many balloons did Jake bring to the park?
759,chal-760,Multiplication,The ring toss game at the carnival made <1> dollars per day. They were at the carnival for <2> days. How much money did they make?,( <1> * <2> ),"['<1>', '<2>']","['144', '22']",The ring toss game at the carnival made 144 dollars per day. They were at the carnival for 22 days. How much money did they make?
760,chal-761,Multiplication,Each basket of peaches has <1> red peaches and <2> green peaches. If there are <3> such baskets How many peaches are in the baskets altogether?,( ( <1> + <2> ) * <3> ),"['<1>', '<2>', '<3>']","['19', '4', '15']",Each basket of peaches has 19 red peaches and 4 green peaches. If there are 15 such baskets how many peaches are in the baskets altogether?
761,chal-762,Subtraction,Paco had <1> sweet cookies and <2> salty cookies. He ate <3> sweet cookies and 2 salty cookies. How many more sweet cookies than salty cookies did he eat?,( <3> - <4> ),"['<1>', '<2>', '<3>', '<4>']","['37', '11', '5', '2']",Paco had 37 sweet cookies and 11 salty cookies. He ate 5 sweet cookies and 2 salty cookies. How many more sweet cookies than salty cookies did he eat?
762,chal-763,Addition,Jake has <1> fewer peaches than Steven. If Jake has <2> peaches. How many peaches does Steven have?,( <1> + <2> ),"['<1>', '<2>']","['11', '17']",Jake has 11 fewer peaches than Steven. If Jake has 17 peaches. How many peaches does Steven have?
763,chal-764,Subtraction,Paul got a box of <1> crayons for his birthday. During the school year he lost <2> crayons while he gave away <3> crayons to his friends. How many more crayons did he give to his friends than those he lost?,( <3> - <2> ),"['<1>', '<2>', '<3>']","['267', '231', '308']",Paul got a box of 267 crayons for his birthday. During the school year he lost 231 crayons while he gave away 308 crayons to his friends. How many more crayons did he give to his friends than those he lost?
764,chal-765,Addition,If the cave is <1> feet deep and they need to travel <2> feet How far is the end of the cave?,( <1> + <2> ),"['<1>', '<2>']","['919', '1307']",If the cave is 919 feet deep and they need to travel 1307 feet how far is the end of the cave?
765,chal-766,Common-Division,There are <1> bananas and <2> oranges in Philip's collection. If the bananas are organized into <3> groups and oranges are organized into <4> groups How big is each group of bananas?,( <1> / <3> ),"['<1>', '<2>', '<3>', '<4>']","['203', '63', '7', '95']",There are 203 bananas and 63 oranges in Philip's collection. If the bananas are organized into 7 groups and oranges are organized into 95 groups how big is each group of bananas?
766,chal-767,Subtraction,Rebecca wants to split a collection of eggs into groups of <1>. Rebecca has <2> eggs and <3> marbles. How many more eggs does Rebecca have than marbles?,( <2> - <3> ),"['<1>', '<2>', '<3>']","['5', '20', '6']",Rebecca wants to split a collection of eggs into groups of 5. Rebecca has 20 eggs and 6 marbles. How many more eggs does Rebecca have than marbles?
767,chal-768,Subtraction,Paige raised <1> goldfish in the pond but stray cats loved eating them. <2> were eaten. How many goldfish remained?,( <1> - <2> ),"['<1>', '<2>']","['15', '5']",Paige raised 15 goldfish in the pond but stray cats loved eating them. 5 were eaten. How many goldfish remained?
768,chal-769,Addition,Zachary did <1> push-ups and <2> crunches in gym class today. David did <3> more push-ups but <4> less crunches than zachary. How many push-ups did David do?,( <1> + <3> ),"['<1>', '<2>', '<3>', '<4>']","['59', '44', '19', '27']",Zachary did 59 push-ups and 44 crunches in gym class today. David did 19 more push-ups but 27 less crunches than zachary. How many push-ups did David do?
769,chal-770,Subtraction,Dave had <1> apps on his phone. He deleted <2> apps. How many apps are left on his phone?,( <1> - <2> ),"['<1>', '<2>']","['19', '5']",Dave had 19 apps on his phone. He deleted 5 apps. How many apps are left on his phone?
770,chal-771,Subtraction,Mary is baking a cake. The recipe calls for <1> cups of sugar <2> cups of flour and <3> cups of salt. She already put in <4> cups of flour. How many more cups of flour than cups of sugar does she need to add now?,( ( <2> - <4> ) - <1> ),"['<1>', '<2>', '<3>', '<4>']","['9', '14', '40', '4']",Mary is baking a cake. The recipe calls for 9 cups of sugar 14 cups of flour and 40 cups of salt. She already put in 4 cups of flour. How many more cups of flour than cups of sugar does she need to add now?
771,chal-772,Multiplication,He then went to see the oranges being harvested. He found out that they harvest <1> sacks of ripe oranges and <2> sacks of unripe oranges per day. How many sacks of ripe oranges will they have after <3> days of harvest?,( <1> * <3> ),"['<1>', '<2>', '<3>']","['82', '61', '25']",He then went to see the oranges being harvested. He found out that they harvest 82 sacks of ripe oranges and 61 sacks of unripe oranges per day. How many sacks of ripe oranges will they have after 25 days of harvest?
772,chal-773,Subtraction,Jack received <1> emails and <2> letters in the morning. He then received <3> emails and <4> letters in the afternoon. How many more emails did Jack receive in the morning than in the afternoon?,( <1> - <3> ),"['<1>', '<2>', '<3>', '<4>']","['10', '12', '3', '44']",Jack received 10 emails and 12 letters in the morning. He then received 3 emails and 44 letters in the afternoon. How many more emails did Jack receive in the morning than in the afternoon?
773,chal-774,Addition,Katie had <1> new games and <2> old games. Her friends had <3> new games and <4> old games. How many old games do they have 3,( <2> + <4> ),"['<1>', '<2>', '<3>', '<4>', '<5>']","['62', '80', '73', '41', '3']",Katie had 62 new games and 80 old games. Her friends had 73 new games and 41 old games. How many old games do they have 3
774,chal-775,Addition,Together Adam and Jackie have <1> apples. He has <2> apples more than Adam and Jackie together do. Adam has <3> more apples than Jackie. How many apples does He have?,( <1> + <2> ),"['<1>', '<2>', '<3>']","['12', '9', '8']",Together Adam and Jackie have 12 apples. He has 9 apples more than Adam and Jackie together do. Adam has 8 more apples than Jackie. How many apples does He have?
775,chal-776,Multiplication,He then went to see the oranges being harvested. He found out that they harvest <1> sacks per day and that each sack containes <2> oranges. How many oranges are harvested if they harvest a total of <3> sacks of oranges?,( <2> * <3> ),"['<1>', '<2>', '<3>']","['67', '12', '35']",He then went to see the oranges being harvested. He found out that they harvest 67 sacks per day and that each sack containes 12 oranges. How many oranges are harvested if they harvest a total of 35 sacks of oranges?
776,chal-777,Common-Division,There are <1> oranges and <2> bananas in Philip's collection. If the bananas are organized into 2 groups and oranges are organized into <4> groups How big is each group of bananas?,( <2> / <3> ),"['<1>', '<2>', '<3>', '<4>']","['87', '290', '2', '93']",There are 87 oranges and 290 bananas in Philip's collection. If the bananas are organized into 2 groups and oranges are organized into 93 groups how big is each group of bananas?
777,chal-778,Common-Division,There are <1> oranges and <2> bananas in Philip's collection. If the bananas are organized into <3> groups and oranges are organized into <4> groups How big is each group of oranges?,( <1> / <4> ),"['<1>', '<2>', '<3>', '<4>']","['384', '192', '345', '16']",There are 384 oranges and 192 bananas in Philip's collection. If the bananas are organized into 345 groups and oranges are organized into 16 groups how big is each group of oranges?
778,chal-779,Subtraction,David did <1> more push-ups but <2> less crunches than Zachary in gym class today. If Zachary did <3> push-ups and <4> crunches How many more crunches than push-ups did Zachary do?,( <4> - <3> ),"['<1>', '<2>', '<3>', '<4>']","['27', '7', '5', '17']",David did 27 more push-ups but 7 less crunches than Zachary in gym class today. If Zachary did 5 push-ups and 17 crunches how many more crunches than push-ups did Zachary do?
779,chal-780,Multiplication,He also had <1> aquariums for freshwater animals and <2> aquariums for saltwater animals. Each aquarium has <3> animals in it. How many saltwater animals does Tyler have?,( <2> * <3> ),"['<1>', '<2>', '<3>']","['74', '22', '46']",He also had 74 aquariums for freshwater animals and 22 aquariums for saltwater animals. Each aquarium has 46 animals in it. How many saltwater animals does Tyler have?
780,chal-781,Subtraction,There were <1> dollars in Olivia's wallet. After she visited a supermarket and a showroom there were <2> dollars left. If she spent <3> dollars at the showroom How much did she spend at the supermarket?,( ( <1> - <2> ) - <3> ),"['<1>', '<2>', '<3>']","['106', '26', '49']",There were 106 dollars in Olivia's wallet. After she visited a supermarket and a showroom there were 26 dollars left. If she spent 49 dollars at the showroom how much did she spend at the supermarket?
781,chal-782,Subtraction,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped <1> inches. The frog jumped <2> inches farther than the grasshopper and the mouse jumped <3> inches lesser than the frog. How much farther did the mouse jump than the grasshopper?",( <2> - <3> ),"['<1>', '<2>', '<3>']","['24', '33', '5']","The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 24 inches. The frog jumped 33 inches farther than the grasshopper and the mouse jumped 5 inches lesser than the frog. How much farther did the mouse jump than the grasshopper?"
782,chal-783,Addition,Rachel picked <1> ripe apples from her tree. Now the tree has <2> ripe apples and <3> unripe apples. How many apples did the tree have to begin with?,( ( <1> + <2> ) + <3> ),"['<1>', '<2>', '<3>']","['6', '2', '4']",Rachel picked 6 ripe apples from her tree. Now the tree has 2 ripe apples and 4 unripe apples. How many apples did the tree have to begin with?
783,chal-784,Common-Division,Frank was reading through his favorite book. The book had <1> pages and he read <2> pages per day. How many days did he take to finish the book?,( <1> / <2> ),"['<1>', '<2>']","['392', '14']",Frank was reading through his favorite book. The book had 392 pages and he read 14 pages per day. How many days did he take to finish the book?
784,chal-785,Addition,Ed had <1> more marbles than Doug. Doug lost <2> of his marbles at the playground while Ed found <3> more marbles. How many more marbles did Ed have than Doug then?,( ( <1> + <2> ) + <3> ),"['<1>', '<2>', '<3>']","['24', '27', '9']",Ed had 24 more marbles than Doug. Doug lost 27 of his marbles at the playground while Ed found 9 more marbles. How many more marbles did Ed have than Doug then?
785,chal-786,Common-Division,Faye was placing her pencils into rows with <1> pencils in each row. If she had <2> pencils and <3> crayons How many rows could she make?,( <2> / <1> ),"['<1>', '<2>', '<3>']","['5', '35', '7']",Faye was placing her pencils into rows with 5 pencils in each row. If she had 35 pencils and 7 crayons how many rows could she make?
786,chal-787,Subtraction,Some children were riding on the bus. At the bus stop <1> more children got on the bus. Then there were <2> children altogether on the bus. How many children were riding on the bus before the bus stop?,( <2> - <1> ),"['<1>', '<2>']","['2', '41']",Some children were riding on the bus. At the bus stop 2 more children got on the bus. Then there were 41 children altogether on the bus. How many children were riding on the bus before the bus stop?
787,chal-788,Addition,Danny has <1> bottle caps in his collection. He found <2> bottle caps at the park. How many bottle caps does he have now?,( <1> + <2> ),"['<1>', '<2>']","['12', '53']",Danny has 12 bottle caps in his collection. He found 53 bottle caps at the park. How many bottle caps does he have now?
788,chal-789,Subtraction,Allan brought <1> balloons and Jake brought <2> balloons to the park. How many more balloons did Allan have than Jake in the park?,( <1> - <2> ),"['<1>', '<2>']","['5', '3']",Allan brought 5 balloons and Jake brought 3 balloons to the park. How many more balloons did Allan have than Jake in the park?
789,chal-790,Subtraction,Winter is almost here and most animals are migrating to warmer countries. There are <1> bird families living near the mountain. If <2> bird families flew away to africa and <3> bird families flew away to asia How many more bird families flew away to africa than those that flew away to asia?,( <2> - <3> ),"['<1>', '<2>', '<3>']","['8', '42', '31']",Winter is almost here and most animals are migrating to warmer countries. There are 8 bird families living near the mountain. If 42 bird families flew away to africa and 31 bird families flew away to asia how many more bird families flew away to africa than those that flew away to asia?
790,chal-791,Subtraction,Zachary did <1> push-ups and <2> crunches in gym class today. David did <3> more push-ups but <4> less crunches than zachary. How many more crunches than push-ups did Zachary do?,( <2> - <1> ),"['<1>', '<2>', '<3>', '<4>']","['46', '58', '38', '62']",Zachary did 46 push-ups and 58 crunches in gym class today. David did 38 more push-ups but 62 less crunches than zachary. How many more crunches than push-ups did Zachary do?
791,chal-792,Common-Division,The Ferris wheel in paradise park has <1> seats. If <2> people can ride the wheel at the same time How many people can each seat hold?,( <2> / <1> ),"['<1>', '<2>']","['4', '20']",The Ferris wheel in paradise park has 4 seats. If 20 people can ride the wheel at the same time how many people can each seat hold?
792,chal-793,Addition,"Rachel had to complete <1> pages of math homework, <2> pages of reading homework and <3> more pages of biology homework. How many pages did she have to complete in all?",( ( <1> + <2> ) + <3> ),"['<1>', '<2>', '<3>']","['2', '3', '10']","Rachel had to complete 2 pages of math homework, 3 pages of reading homework and 10 more pages of biology homework. How many pages did she have to complete in all?"
793,chal-794,Subtraction,For Gwen's birthday she received <1> dollars from her mom. Her dad gave her <2> more dollars. If she spent <3> dollars. How much more money did she receive from her dad than she did from her mom?,( <2> - <1> ),"['<1>', '<2>', '<3>']","['3', '6', '4']",For Gwen's birthday she received 3 dollars from her mom. Her dad gave her 6 more dollars. If she spent 4 dollars. How much more money did she receive from her dad than she did from her mom?
794,chal-795,Addition,Baker made <1> cakes. He sold <2> of them. Then he made <3> more cakes. How many cakes would baker still have?,( ( <1> - <2> ) + <3> ),"['<1>', '<2>', '<3>']","['110', '75', '76']",Baker made 110 cakes. He sold 75 of them. Then he made 76 more cakes. How many cakes would baker still have?
795,chal-796,Subtraction,Baker made <1> pastries and <2> cakes. If he sold <3> cakes and <4> pastries How many cakes would baker still have?,( <2> - <3> ),"['<1>', '<2>', '<3>', '<4>']","['61', '167', '108', '44']",Baker made 61 pastries and 167 cakes. If he sold 108 cakes and 44 pastries how many cakes would baker still have?
796,chal-797,Subtraction,There are <1> different books and <2> different movies in the ' crazy silly school ' series. If you read <3> of the books and watched <4> of the movies How many more movies than books have you read?,( <4> - <3> ),"['<1>', '<2>', '<3>', '<4>']","['11', '17', '7', '21']",There are 11 different books and 17 different movies in the ' crazy silly school ' series. If you read 7 of the books and watched 21 of the movies how many more movies than books have you read?
797,chal-798,Common-Division,A mailman gives <1> junk mails to each house in a block. If the mailman has to give <2> pieces of junk mail to each block. How many houses are there in a block?,( <2> / <1> ),"['<1>', '<2>']","['2', '14']",A mailman gives 2 junk mails to each house in a block. If the mailman has to give 14 pieces of junk mail to each block. How many houses are there in a block?
798,chal-799,Subtraction,Ed had <1> more marbles than Doug. Doug lost <2> of his marbles at the playground. If Ed had <3> marbles How many marbles does Doug have now?,( ( <3> - <1> ) - <2> ),"['<1>', '<2>', '<3>']","['6', '7', '22']",Ed had 6 more marbles than Doug. Doug lost 7 of his marbles at the playground. If Ed had 22 marbles how many marbles does Doug have now?
799,chal-800,Subtraction,Dan has $ <1>. He bought a candy bar for $ <2> and a chocolate for $ <3>. How much money did he spend to buy candy bar than he did to buy chocolate?,( <2> - <3> ),"['<1>', '<2>', '<3>']","['2', '6', '3']",Dan has $ 2. He bought a candy bar for $ 6 and a chocolate for $ 3. How much money did he spend to buy candy bar than he did to buy chocolate?
800,chal-801,Subtraction,A waiter had <1> customers. After some left he still had <2> customers. How many more customers stayed behind than those that left?,( <2> - ( <1> - <2> ) ),"['<1>', '<2>']","['3', '4']",A waiter had 3 customers. After some left he still had 4 customers. How many more customers stayed behind than those that left?
801,chal-802,Addition,Julia played tag with <1> kids on tuesday. If she played tag with <2> more kids on monday than on tuesday How many kids did she play with on monday?,( <1> + <2> ),"['<1>', '<2>']","['14', '8']",Julia played tag with 14 kids on tuesday. If she played tag with 8 more kids on monday than on tuesday how many kids did she play with on monday?
802,chal-803,Addition,Allan brought <1> balloons to the park. If Jake brought <2> more balloons than the number of balloons that Allan brought How many balloons did Jake bring to the park?,( <1> + <2> ),"['<1>', '<2>']","['5', '6']",Allan brought 5 balloons to the park. If Jake brought 6 more balloons than the number of balloons that Allan brought how many balloons did Jake bring to the park?
803,chal-804,Subtraction,Jackie has <1> apples. Adam has <2> apples. How many more apples does Jackie have than Adam?,( <1> - <2> ),"['<1>', '<2>']","['10', '8']",Jackie has 10 apples. Adam has 8 apples. How many more apples does Jackie have than Adam?
804,chal-805,Subtraction,Baker made <1> cakes and <2> pastries. If he sold <3> cakes and <4> pastries How many more pastries than cakes did baker make?,( <2> - <1> ),"['<1>', '<2>', '<3>', '<4>']","['19', '131', '70', '88']",Baker made 19 cakes and 131 pastries. If he sold 70 cakes and 88 pastries how many more pastries than cakes did baker make?
805,chal-806,Subtraction,For Gwen's birthday she received <1> dollars. She spent some money and has <2> dollars left with her. How much money did she spend?,( <1> - <2> ),"['<1>', '<2>']","['7', '5']",For Gwen's birthday she received 7 dollars. She spent some money and has 5 dollars left with her. How much money did she spend?
806,chal-807,Addition,"<1> red peaches, <2> yellow peaches and <3> green peaches are in the basket. How many red and yellow peaches are in the basket?",( <1> + <2> ),"['<1>', '<2>', '<3>']","['18', '14', '17']","18 red peaches, 14 yellow peaches and 17 green peaches are in the basket. How many red and yellow peaches are in the basket?"
807,chal-808,Common-Division,Matthew gave equal numbers of crackers and cakes to his <1> friends. If he had <2> crackers and <3> cakes initially How many crackers did each person eat?,( <2> / <1> ),"['<1>', '<2>', '<3>']","['4', '32', '98']",Matthew gave equal numbers of crackers and cakes to his 4 friends. If he had 32 crackers and 98 cakes initially how many crackers did each person eat?
808,chal-809,Common-Division,He then went to see the oranges being harvested. He found out that they harvested <1> sacks of oranges. How many sacks did they harvest per day if they harvested for a total of <2> days?,( <1> / <2> ),"['<1>', '<2>']","['56', '14']",He then went to see the oranges being harvested. He found out that they harvested 56 sacks of oranges. How many sacks did they harvest per day if they harvested for a total of 14 days?
809,chal-810,Addition,Adam has <1> more apples than Jackie. Together Adam and Jackie have <2> apples. Bob has <3> apples more than Adam and Jackie together do. How many apples does Bob have?,( <2> + <3> ),"['<1>', '<2>', '<3>']","['4', '14', '6']",Adam has 4 more apples than Jackie. Together Adam and Jackie have 14 apples. Bob has 6 apples more than Adam and Jackie together do. How many apples does Bob have?
810,chal-811,Addition,Mary is baking a cake. The recipe calls for <1> cups of flour and <2> cups of sugar. She already put in some cups of flour. If she still needs <3> more cups of flour than sugar How many more cups of flour does she need to add?,( <2> + <3> ),"['<1>', '<2>', '<3>']","['6', '13', '8']",Mary is baking a cake. The recipe calls for 6 cups of flour and 13 cups of sugar. She already put in some cups of flour. If she still needs 8 more cups of flour than sugar how many more cups of flour does she need to add?
811,chal-812,Subtraction,Winter is almost here and most animals are migrating to warmer countries. <1> bird families flew away for the winter from near a mountain. If there were <2> bird families living near the mountain initially How many bird families were left near the mountain?,( <2> - <1> ),"['<1>', '<2>']","['27', '41']",Winter is almost here and most animals are migrating to warmer countries. 27 bird families flew away for the winter from near a mountain. If there were 41 bird families living near the mountain initially how many bird families were left near the mountain?
812,chal-813,Subtraction,Jake has <1> fewer peaches than Steven. Steven has <2> more peaches than Jill. If Jill has <3> peaches How many more peaches does Jill have than Jake?,( <1> - <2> ),"['<1>', '<2>', '<3>']","['16', '15', '12']",Jake has 16 fewer peaches than Steven. Steven has 15 more peaches than Jill. If Jill has 12 peaches how many more peaches does Jill have than Jake?
813,chal-814,Subtraction,A book has <1> chapters. The first chapter is <2> pages long. If there are a total of <3> pages in the book How many pages are in the second chapter?,( <3> - <2> ),"['<1>', '<2>', '<3>']","['2', '60', '93']",A book has 2 chapters. The first chapter is 60 pages long. If there are a total of 93 pages in the book how many pages are in the second chapter?
814,chal-815,Addition,Paul got a box of some crayons for his birthday. During the school year he gave <1> crayons to his friends while he lost <2> crayons. If he only had <3> crayons left How many crayons did he get for his birthday?,( ( <1> + <2> ) + <3> ),"['<1>', '<2>', '<3>']","['563', '558', '332']",Paul got a box of some crayons for his birthday. During the school year he gave 563 crayons to his friends while he lost 558 crayons. If he only had 332 crayons left how many crayons did he get for his birthday?
815,chal-816,Addition,At the stop <1> more people got on the bus. Initially there were <2> people on the bus. How many people are there on the bus now?,( <2> + <1> ),"['<1>', '<2>']","['13', '4']",At the stop 13 more people got on the bus. Initially there were 4 people on the bus. How many people are there on the bus now?
816,chal-817,Subtraction,Julia played tag with some kids on monday. She played tag with <1> kids on tuesday. If she played with a total of <2> kids How many kids did she play with on monday?,( <2> - <1> ),"['<1>', '<2>']","['14', '16']",Julia played tag with some kids on monday. She played tag with 14 kids on tuesday. If she played with a total of 16 kids how many kids did she play with on monday?
817,chal-818,Subtraction,Baker's friend bought <1> cakes from him. If he had made <2> cakes initially How many cakes would baker still have?,( <2> - <1> ),"['<1>', '<2>']","['137', '169']",Baker's friend bought 137 cakes from him. If he had made 169 cakes initially how many cakes would baker still have?
818,chal-819,Subtraction,Jerry had <1> action figures and <2> books on a shelf in his room. Later he added <3> more action figures to the shelf. How many more action figures than books were on his shelf?,( ( <1> + <3> ) - <2> ),"['<1>', '<2>', '<3>']","['5', '9', '7']",Jerry had 5 action figures and 9 books on a shelf in his room. Later he added 7 more action figures to the shelf. How many more action figures than books were on his shelf?
819,chal-820,Common-Division,For <1> weeks of harvest Lewis earns a total of $ <2>. How much money does he earn each week?,( <2> / <1> ),"['<1>', '<2>']","['19', '133']",For 19 weeks of harvest Lewis earns a total of $ 133. How much money does he earn each week?
820,chal-821,Addition,Paul had some books. After selling <1> in a garage sale he had <2> left. How many books did he have at the start?,( <1> + <2> ),"['<1>', '<2>']","['137', '105']",Paul had some books. After selling 137 in a garage sale he had 105 left. How many books did he have at the start?
821,chal-822,Addition,Last week Fred had <1> dollars and Jason had <2> dollars. Over the weekend Fred delivered newspapers earning <3> dollars and washed cars earning <4> dollars. How much money did Fred earn over the weekend?,( <3> + <4> ),"['<1>', '<2>', '<3>', '<4>']","['33', '95', '16', '74']",Last week Fred had 33 dollars and Jason had 95 dollars. Over the weekend Fred delivered newspapers earning 16 dollars and washed cars earning 74 dollars. How much money did Fred earn over the weekend?
822,chal-823,Common-Division,If you have <1> cookies in total and <2> bags having equal number of cookies How many cookies does each bag have?,( <1> / <2> ),"['<1>', '<2>']","['14', '7']",If you have 14 cookies in total and 7 bags having equal number of cookies how many cookies does each bag have?
823,chal-824,Common-Division,Matthew gave equal numbers of crackers to his <1> friends. If he had <2> crackers How many crackers did each person eat?,( <2> / <1> ),"['<1>', '<2>']","['18', '36']",Matthew gave equal numbers of crackers to his 18 friends. If he had 36 crackers how many crackers did each person eat?
824,chal-825,Subtraction,Kelly has <1> nintendo games. She found <2> more nintendo games. How many does she need to give away so that she will have <3> games left?,( ( <1> + <2> ) - <3> ),"['<1>', '<2>', '<3>']","['80', '31', '6']",Kelly has 80 nintendo games. She found 31 more nintendo games. How many does she need to give away so that she will have 6 games left?
825,chal-826,Subtraction,There are <1> different books and <2> different movies in the ' crazy silly school ' series. If you read <3> of the books and watched <4> of the movies How many more movies do you still have to watch?,( <2> - <4> ),"['<1>', '<2>', '<3>', '<4>']","['4', '17', '19', '7']",There are 4 different books and 17 different movies in the ' crazy silly school ' series. If you read 19 of the books and watched 7 of the movies how many more movies do you still have to watch?
